,Text,Label,CaseFolding,TextClean,tokens,normalisasi,stopword
428,Sepertinya akan ada banyak pebisnis minyak dari fosil bakal kelabakan dan takut kebangkrutan jika teknologi ini sampai disebar luaskan dan di produksi massal jangan sampai si bapak bernasib sama seperti penemu awalnya. Orang orang seperti bapak ini harus di lindungi. Semoga penemuan bapak juga tidak disabotase seperti penemu aslinya di Amerika. apa gak terlalu murah pak hanya 15 M ? Seharusnya bisa lebih pak kalau jadi di beli negara lain mengingat uangnya untuk sumber dana penelitian lagi.. saya dukung teknologi bapak sepenuhnya karena kami cuma rakyat kecil yang taunya segala sesuatu bisa di kasih murah bahkan gratis kalau bisa.,positif,sepertinya akan ada banyak pebisnis minyak dari fosil bakal kelabakan dan takut kebangkrutan jika teknologi ini sampai disebar luaskan dan di produksi massal jangan sampai si bapak bernasib sama seperti penemu awalnya. orang orang seperti bapak ini harus di lindungi. semoga penemuan bapak juga tidak disabotase seperti penemu aslinya di amerika. apa gak terlalu murah pak hanya 15 m ? seharusnya bisa lebih pak kalau jadi di beli negara lain mengingat uangnya untuk sumber dana penelitian lagi.. saya dukung teknologi bapak sepenuhnya karena kami cuma rakyat kecil yang taunya segala sesuatu bisa di kasih murah bahkan gratis kalau bisa.,sepertinya akan ada banyak pebisnis minyak dari fosil bakal kelabakan dan takut kebangkrutan jika teknologi ini sampai disebar luaskan dan di produksi massal jangan sampai si bapak bernasib sama seperti penemu awalnya orang orang seperti bapak ini harus di lindungi semoga penemuan bapak juga tidak disabotase seperti penemu aslinya di amerika apa gak terlalu murah pak hanya  seharusnya bisa lebih pak kalau jadi di beli negara lain mengingat uangnya untuk sumber dana penelitian lagi saya dukung teknologi bapak sepenuhnya karena kami cuma rakyat kecil yang taunya segala sesuatu bisa di kasih murah bahkan gratis kalau bisa,"['sepertinya', 'akan', 'ada', 'banyak', 'pebisnis', 'minyak', 'dari', 'fosil', 'bakal', 'kelabakan', 'dan', 'takut', 'kebangkrutan', 'jika', 'teknologi', 'ini', 'sampai', 'disebar', 'luaskan', 'dan', 'di', 'produksi', 'massal', 'jangan', 'sampai', 'si', 'bapak', 'bernasib', 'sama', 'seperti', 'penemu', 'awalnya', 'orang', 'orang', 'seperti', 'bapak', 'ini', 'harus', 'di', 'lindungi', 'semoga', 'penemuan', 'bapak', 'juga', 'tidak', 'disabotase', 'seperti', 'penemu', 'aslinya', 'di', 'amerika', 'apa', 'gak', 'terlalu', 'murah', 'pak', 'hanya', 'seharusnya', 'bisa', 'lebih', 'pak', 'kalau', 'jadi', 'di', 'beli', 'negara', 'lain', 'mengingat', 'uangnya', 'untuk', 'sumber', 'dana', 'penelitian', 'lagi', 'saya', 'dukung', 'teknologi', 'bapak', 'sepenuhnya', 'karena', 'kami', 'cuma', 'rakyat', 'kecil', 'yang', 'taunya', 'segala', 'sesuatu', 'bisa', 'di', 'kasih', 'murah', 'bahkan', 'gratis', 'kalau', 'bisa']","['sepertinya', 'akan', 'ada', 'banyak', 'pebisnis', 'minyak', 'dari', 'fosil', 'bakal', 'kelabakan', 'dan', 'takut', 'kebangkrutan', 'jika', 'teknologi', 'ini', 'sampai', 'disebar', 'luaskan', 'dan', 'di', 'produksi', 'massal', 'jangan', 'sampai', 'si', 'bapak', 'bernasib', 'sama', 'seperti', 'penemu', 'awalnya', 'orang', 'orang', 'seperti', 'bapak', 'ini', 'harus', 'di', 'lindungi', 'semoga', 'penemuan', 'bapak', 'juga', 'tidak', 'disabotase', 'seperti', 'penemu', 'aslinya', 'di', 'amerika', 'apa', 'tidak', 'terlalu', 'murah', 'pak', 'hanya', 'seharusnya', 'bisa', 'lebih', 'pak', 'kalau', 'jadi', 'di', 'beli', 'negara', 'lain', 'mengingat', 'uangnya', 'untuk', 'sumber', 'dana', 'penelitian', 'lagi', 'saya', 'dukung', 'teknologi', 'bapak', 'sepenuhnya', 'karena', 'kami', 'cuma', 'rakyat', 'kecil', 'yang', 'taunya', 'segala', 'sesuatu', 'bisa', 'di', 'kasih', 'murah', 'bahkan', 'gratis', 'kalau', 'bisa']","['pebisnis', 'minyak', 'fosil', 'kelabakan', 'takut', 'kebangkrutan', 'teknologi', 'disebar', 'luaskan', 'produksi', 'massal', 'bernasib', 'penemu', 'orang', 'orang', 'lindungi', 'semoga', 'penemuan', 'disabotase', 'penemu', 'aslinya', 'amerika', 'murah', 'beli', 'negara', 'uangnya', 'sumber', 'dana', 'penelitian', 'dukung', 'teknologi', 'sepenuhnya', 'rakyat', 'taunya', 'kasih', 'murah', 'gratis']"
429,"Klaim HHO Sebagai pengganti Bensin adalah salah.
Klaim Nikuba di buat Aryanto Salah.
Desain HHO Generator model begitu pertama dibuat oleh Joko Energy.
Dan Aryanto Menjiplak nya. Silakan cek saja paten nya.",negatif,"klaim hho sebagai pengganti bensin adalah salah.
klaim nikuba di buat aryanto salah.
desain hho generator model begitu pertama dibuat oleh joko energy.
dan aryanto menjiplak nya. silakan cek saja paten nya.",klaim hho sebagai pengganti bensin adalah salah klaim nikuba di buat aryanto salah desain hho generator model begitu pertama dibuat oleh joko energy dan aryanto menjiplak nya silakan cek saja paten nya,"['klaim', 'hho', 'sebagai', 'pengganti', 'bensin', 'adalah', 'salah', 'klaim', 'nikuba', 'di', 'buat', 'aryanto', 'salah', 'desain', 'hho', 'generator', 'model', 'begitu', 'pertama', 'dibuat', 'oleh', 'joko', 'energy', 'dan', 'aryanto', 'menjiplak', 'nya', 'silakan', 'cek', 'saja', 'paten', 'nya']","['klaim', 'hho', 'sebagai', 'pengganti', 'bensin', 'adalah', 'salah', 'klaim', 'nikuba', 'di', 'buat', 'aryanto', 'salah', 'desain', 'hho', 'generator', 'model', 'begitu', 'pertama', 'dibuat', 'oleh', 'joko', 'energy', 'dan', 'aryanto', 'menjiplak', 'nya', 'silakan', 'cek', 'saja', 'paten', 'nya']","['klaim', 'hho', 'pengganti', 'bensin', 'salah', 'klaim', 'nikuba', 'aryanto', 'salah', 'desain', 'hho', 'generator', 'model', 'joko', 'energy', 'aryanto', 'menjiplak', 'silakan', 'cek', 'paten']"
430,Mungkin ada yg Takut klo nikuba jadi besar dan sukses. You know lahhh birokrasi,positif,mungkin ada yg takut klo nikuba jadi besar dan sukses. you know lahhh birokrasi,mungkin ada yg takut klo nikuba jadi besar dan sukses you know lahhh birokrasi,"['mungkin', 'ada', 'yg', 'takut', 'klo', 'nikuba', 'jadi', 'besar', 'dan', 'sukses', 'you', 'know', 'lahhh', 'birokrasi']","['mungkin', 'ada', 'yang', 'takut', 'kalau', 'nikuba', 'jadi', 'besar', 'dan', 'sukses', 'you', 'know', 'lahhh', 'birokrasi']","['takut', 'nikuba', 'sukses', 'you', 'know', 'lahhh', 'birokrasi']"
431,"Pulang dari Italy tapi cuman dapet uang 1000 euro
Diminta buku formula nikuba jangan mau pak
Yakali enak banget orang italy mau ambil formula nikuba tanpa ada kompensasi yang sesuai.. 😢",positif,"pulang dari italy tapi cuman dapet uang 1000 euro
diminta buku formula nikuba jangan mau pak
yakali enak banget orang italy mau ambil formula nikuba tanpa ada kompensasi yang sesuai.. 😢",pulang dari italy tapi cuman dapet uang euro diminta buku formula nikuba jangan mau pak yakali enak banget orang italy mau ambil formula nikuba tanpa ada kompensasi yang sesuai,"['pulang', 'dari', 'italy', 'tapi', 'cuman', 'dapet', 'uang', 'euro', 'diminta', 'buku', 'formula', 'nikuba', 'jangan', 'mau', 'pak', 'yakali', 'enak', 'banget', 'orang', 'italy', 'mau', 'ambil', 'formula', 'nikuba', 'tanpa', 'ada', 'kompensasi', 'yang', 'sesuai']","['pulang', 'dari', 'italy', 'tetapi', 'cuman', 'dapet', 'uang', 'euro', 'diminta', 'buku', 'formula', 'nikuba', 'jangan', 'mau', 'pak', 'yakali', 'enak', 'banget', 'orang', 'italy', 'mau', 'ambil', 'formula', 'nikuba', 'tanpa', 'ada', 'kompensasi', 'yang', 'sesuai']","['pulang', 'italy', 'cuman', 'dapet', 'uang', 'euro', 'buku', 'formula', 'nikuba', 'yakali', 'enak', 'banget', 'orang', 'italy', 'ambil', 'formula', 'nikuba', 'kompensasi', 'sesuai']"
432,"dulu mobil listrik ga di hargai dan tidak di kembangkan eh sekarang malah rame mobil listrik..sekarang penemu nikuba ga di lirik ga di kembangin juga,,hadeuh2 jngn smpai menyesal di kemudian hari lagi..",negatif,"dulu mobil listrik ga di hargai dan tidak di kembangkan eh sekarang malah rame mobil listrik..sekarang penemu nikuba ga di lirik ga di kembangin juga,,hadeuh2 jngn smpai menyesal di kemudian hari lagi..",dulu mobil listrik ga di hargai dan tidak di kembangkan eh sekarang malah rame mobil listriksekarang penemu nikuba ga di lirik ga di kembangin jugahadeuh jngn smpai menyesal di kemudian hari lagi,"['dulu', 'mobil', 'listrik', 'ga', 'di', 'hargai', 'dan', 'tidak', 'di', 'kembangkan', 'eh', 'sekarang', 'malah', 'rame', 'mobil', 'listriksekarang', 'penemu', 'nikuba', 'ga', 'di', 'lirik', 'ga', 'di', 'kembangin', 'jugahadeuh', 'jngn', 'smpai', 'menyesal', 'di', 'kemudian', 'hari', 'lagi']","['dulu', 'mobil', 'listrik', 'tidak', 'di', 'hargai', 'dan', 'tidak', 'di', 'kembangkan', 'eh', 'sekarang', 'malah', 'rame', 'mobil', 'listriksekarang', 'penemu', 'nikuba', 'tidak', 'di', 'lirik', 'tidak', 'di', 'kembangin', 'jugahadeuh', 'jngn', 'smpai', 'menyesal', 'di', 'kemudian', 'hari', 'lagi']","['mobil', 'listrik', 'hargai', 'kembangkan', 'eh', 'rame', 'mobil', 'listriksekarang', 'penemu', 'nikuba', 'lirik', 'kembangin', 'jugahadeuh', 'jngn', 'smpai', 'menyesal']"
433,"Iri nanti gak bisa kaya, karena rakyat lebih memilih nikuba,bbm nya ga berguna lagi nanti karena kan bbm nya sudah berada di pangkuanya, hal"" begini yg membuat konoha banyk terroris dari segi ekonomi",negatif,"iri nanti gak bisa kaya, karena rakyat lebih memilih nikuba,bbm nya ga berguna lagi nanti karena kan bbm nya sudah berada di pangkuanya, hal"" begini yg membuat konoha banyk terroris dari segi ekonomi",iri nanti gak bisa kaya karena rakyat lebih memilih nikubabbm nya ga berguna lagi nanti karena kan bbm nya sudah berada di pangkuanya hal begini yg membuat konoha banyk terroris dari segi ekonomi,"['iri', 'nanti', 'gak', 'bisa', 'kaya', 'karena', 'rakyat', 'lebih', 'memilih', 'nikubabbm', 'nya', 'ga', 'berguna', 'lagi', 'nanti', 'karena', 'kan', 'bbm', 'nya', 'sudah', 'berada', 'di', 'pangkuanya', 'hal', 'begini', 'yg', 'membuat', 'konoha', 'banyk', 'terroris', 'dari', 'segi', 'ekonomi']","['iri', 'nanti', 'tidak', 'bisa', 'kaya', 'karena', 'rakyat', 'lebih', 'memilih', 'nikubabbm', 'nya', 'tidak', 'berguna', 'lagi', 'nanti', 'karena', 'kan', 'bbm', 'nya', 'sudah', 'berada', 'di', 'pangkuanya', 'hal', 'begini', 'yang', 'membuat', 'konoha', 'banyk', 'terroris', 'dari', 'segi', 'ekonomi']","['iri', 'kaya', 'rakyat', 'memilih', 'nikubabbm', 'berguna', 'bbm', 'pangkuanya', 'konoha', 'banyk', 'terroris', 'segi', 'ekonomi']"
434,"RI tidak butuh R&D engineering kebanyakan wakanda Nina bobokan saja atau persentase dalam bisnis 😅😅😅 semoga ke depan disi oleh pemimpin yang mempunyai kesadaran atas potensi rakyatnya dan DPR RI berfungsi membuat aturan hukum buat rakyat namun kebal bagi mereka, apalagi brin ga punya riset apapun dengan nikuba malah hadir ga malu itu orang sepertinya ada udah di balik bakwan😅😅",positif,"ri tidak butuh r&d engineering kebanyakan wakanda nina bobokan saja atau persentase dalam bisnis 😅😅😅 semoga ke depan disi oleh pemimpin yang mempunyai kesadaran atas potensi rakyatnya dan dpr ri berfungsi membuat aturan hukum buat rakyat namun kebal bagi mereka, apalagi brin ga punya riset apapun dengan nikuba malah hadir ga malu itu orang sepertinya ada udah di balik bakwan😅😅",ri tidak butuh rd engineering kebanyakan wakanda nina bobokan saja atau persentase dalam bisnis semoga ke depan disi oleh pemimpin yang mempunyai kesadaran atas potensi rakyatnya dan dpr ri berfungsi membuat aturan hukum buat rakyat namun kebal bagi mereka apalagi brin ga punya riset apapun dengan nikuba malah hadir ga malu itu orang sepertinya ada udah di balik bakwan,"['ri', 'tidak', 'butuh', 'rd', 'engineering', 'kebanyakan', 'wakanda', 'nina', 'bobokan', 'saja', 'atau', 'persentase', 'dalam', 'bisnis', 'semoga', 'ke', 'depan', 'disi', 'oleh', 'pemimpin', 'yang', 'mempunyai', 'kesadaran', 'atas', 'potensi', 'rakyatnya', 'dan', 'dpr', 'ri', 'berfungsi', 'membuat', 'aturan', 'hukum', 'buat', 'rakyat', 'namun', 'kebal', 'bagi', 'mereka', 'apalagi', 'brin', 'ga', 'punya', 'riset', 'apapun', 'dengan', 'nikuba', 'malah', 'hadir', 'ga', 'malu', 'itu', 'orang', 'sepertinya', 'ada', 'udah', 'di', 'balik', 'bakwan']","['ri', 'tidak', 'butuh', 'rd', 'engineering', 'kebanyakan', 'wakanda', 'nina', 'bobokan', 'saja', 'atau', 'persentase', 'dalam', 'bisnis', 'semoga', 'ke', 'depan', 'disi', 'oleh', 'pemimpin', 'yang', 'mempunyai', 'kesadaran', 'atas', 'potensi', 'rakyatnya', 'dan', 'dpr', 'ri', 'berfungsi', 'membuat', 'aturan', 'hukum', 'buat', 'rakyat', 'namun', 'kebal', 'bagi', 'mereka', 'apalagi', 'brin', 'tidak', 'punya', 'riset', 'apapun', 'dengan', 'nikuba', 'malah', 'hadir', 'tidak', 'malu', 'itu', 'orang', 'sepertinya', 'ada', 'sudah', 'di', 'balik', 'bakwan']","['ri', 'butuh', 'rd', 'engineering', 'kebanyakan', 'wakanda', 'nina', 'bobokan', 'persentase', 'bisnis', 'semoga', 'disi', 'pemimpin', 'kesadaran', 'potensi', 'rakyatnya', 'dpr', 'ri', 'berfungsi', 'aturan', 'hukum', 'rakyat', 'kebal', 'brin', 'riset', 'apapun', 'nikuba', 'hadir', 'malu', 'orang', 'bakwan']"
435,"kalau gk salah misel udah menerangkan kelebihan dan kekurangan nikuba dan dia berpesan silahkan sempurnakan jangan mencaci maki temuannya,tp kan mana dari BRIN kata dia tidak bisa pengganti bahan bakar kalau sy setuju pak misel jual aj temuanya karena bangsa sendiri tidak mau berpikir hanya tau matang saja.menurut saya sekolah tinggi gk berguna jika tidak menghargai karya orang lain akan menjadi sombong dan angkuh!",negatif,"kalau gk salah misel udah menerangkan kelebihan dan kekurangan nikuba dan dia berpesan silahkan sempurnakan jangan mencaci maki temuannya,tp kan mana dari brin kata dia tidak bisa pengganti bahan bakar kalau sy setuju pak misel jual aj temuanya karena bangsa sendiri tidak mau berpikir hanya tau matang saja.menurut saya sekolah tinggi gk berguna jika tidak menghargai karya orang lain akan menjadi sombong dan angkuh!",kalau gk salah misel udah menerangkan kelebihan dan kekurangan nikuba dan dia berpesan silahkan sempurnakan jangan mencaci maki temuannyatp kan mana dari brin kata dia tidak bisa pengganti bahan bakar kalau sy setuju pak misel jual aj temuanya karena bangsa sendiri tidak mau berpikir hanya tau matang sajamenurut saya sekolah tinggi gk berguna jika tidak menghargai karya orang lain akan menjadi sombong dan angkuh,"['kalau', 'gk', 'salah', 'misel', 'udah', 'menerangkan', 'kelebihan', 'dan', 'kekurangan', 'nikuba', 'dan', 'dia', 'berpesan', 'silahkan', 'sempurnakan', 'jangan', 'mencaci', 'maki', 'temuannyatp', 'kan', 'mana', 'dari', 'brin', 'kata', 'dia', 'tidak', 'bisa', 'pengganti', 'bahan', 'bakar', 'kalau', 'sy', 'setuju', 'pak', 'misel', 'jual', 'aj', 'temuanya', 'karena', 'bangsa', 'sendiri', 'tidak', 'mau', 'berpikir', 'hanya', 'tau', 'matang', 'sajamenurut', 'saya', 'sekolah', 'tinggi', 'gk', 'berguna', 'jika', 'tidak', 'menghargai', 'karya', 'orang', 'lain', 'akan', 'menjadi', 'sombong', 'dan', 'angkuh']","['kalau', 'tidak', 'salah', 'misel', 'sudah', 'menerangkan', 'kelebihan', 'dan', 'kekurangan', 'nikuba', 'dan', 'dia', 'berpesan', 'silahkan', 'sempurnakan', 'jangan', 'mencaci', 'maki', 'temuannyatp', 'kan', 'mana', 'dari', 'brin', 'kata', 'dia', 'tidak', 'bisa', 'pengganti', 'bahan', 'bakar', 'kalau', 'saya', 'setuju', 'pak', 'misel', 'jual', 'aj', 'temuanya', 'karena', 'bangsa', 'sendiri', 'tidak', 'mau', 'berpikir', 'hanya', 'tahu', 'matang', 'sajamenurut', 'saya', 'sekolah', 'tinggi', 'tidak', 'berguna', 'jika', 'tidak', 'menghargai', 'karya', 'orang', 'lain', 'akan', 'menjadi', 'sombong', 'dan', 'angkuh']","['salah', 'misel', 'menerangkan', 'kelebihan', 'kekurangan', 'nikuba', 'berpesan', 'silahkan', 'sempurnakan', 'mencaci', 'maki', 'temuannyatp', 'brin', 'pengganti', 'bahan', 'bakar', 'setuju', 'misel', 'jual', 'aj', 'temuanya', 'bangsa', 'berpikir', 'matang', 'sajamenurut', 'sekolah', 'berguna', 'menghargai', 'karya', 'orang', 'sombong', 'angkuh']"
436,Kalah sama mafia migas kali y??? Klo nikuba sukses yg sengsara para mafia. Jd mafia pensiun,negatif,kalah sama mafia migas kali y??? klo nikuba sukses yg sengsara para mafia. jd mafia pensiun,kalah sama mafia migas kali  klo nikuba sukses yg sengsara para mafia jd mafia pensiun,"['kalah', 'sama', 'mafia', 'migas', 'kali', 'klo', 'nikuba', 'sukses', 'yg', 'sengsara', 'para', 'mafia', 'jd', 'mafia', 'pensiun']","['kalah', 'sama', 'mafia', 'migas', 'kali', 'kalau', 'nikuba', 'sukses', 'yang', 'sengsara', 'para', 'mafia', 'jadi', 'mafia', 'pensiun']","['kalah', 'mafia', 'migas', 'kali', 'nikuba', 'sukses', 'sengsara', 'mafia', 'mafia', 'pensiun']"
437,Yg dulu ngetawain remehen dan bikin konten bikin nikuba LIAT TUH HASIL YA,positif,yg dulu ngetawain remehen dan bikin konten bikin nikuba liat tuh hasil ya,yg dulu ngetawain remehen dan bikin konten bikin nikuba liat tuh hasil ya,"['yg', 'dulu', 'ngetawain', 'remehen', 'dan', 'bikin', 'konten', 'bikin', 'nikuba', 'liat', 'tuh', 'hasil', 'ya']","['yang', 'dulu', 'ngetawain', 'remehen', 'dan', 'bikin', 'konten', 'bikin', 'nikuba', 'liat', 'tuh', 'hasil', 'ya']","['ngetawain', 'remehen', 'konten', 'nikuba', 'liat', 'hasil']"
438,Yg dulu ngetawain remehen dan bikin konten bikin nikuba LIAT TUH HASIL YA,positif,yg dulu ngetawain remehen dan bikin konten bikin nikuba liat tuh hasil ya,yg dulu ngetawain remehen dan bikin konten bikin nikuba liat tuh hasil ya,"['yg', 'dulu', 'ngetawain', 'remehen', 'dan', 'bikin', 'konten', 'bikin', 'nikuba', 'liat', 'tuh', 'hasil', 'ya']","['yang', 'dulu', 'ngetawain', 'remehen', 'dan', 'bikin', 'konten', 'bikin', 'nikuba', 'liat', 'tuh', 'hasil', 'ya']","['ngetawain', 'remehen', 'konten', 'nikuba', 'liat', 'hasil']"
439,"Nikuba ini sebenarnya cuma nyontek dari artikel2 di internet, sudah lama ada artikel2 memecah hydrogen dan oksigen, tetapi tidak efisien karena untuk memecah hydrogen dan oksigen perlu energi yg besar. Jadi klo air jadi bbm itu gak mungkin dan konyol. Yg jelas org yg menggoreng berita ini pasti punya motif  tertentu.",positif,"nikuba ini sebenarnya cuma nyontek dari artikel2 di internet, sudah lama ada artikel2 memecah hydrogen dan oksigen, tetapi tidak efisien karena untuk memecah hydrogen dan oksigen perlu energi yg besar. jadi klo air jadi bbm itu gak mungkin dan konyol. yg jelas org yg menggoreng berita ini pasti punya motif  tertentu.",nikuba ini sebenarnya cuma nyontek dari artikel di internet sudah lama ada artikel memecah hydrogen dan oksigen tetapi tidak efisien karena untuk memecah hydrogen dan oksigen perlu energi yg besar jadi klo air jadi bbm itu gak mungkin dan konyol yg jelas org yg menggoreng berita ini pasti punya motif tertentu,"['nikuba', 'ini', 'sebenarnya', 'cuma', 'nyontek', 'dari', 'artikel', 'di', 'internet', 'sudah', 'lama', 'ada', 'artikel', 'memecah', 'hydrogen', 'dan', 'oksigen', 'tetapi', 'tidak', 'efisien', 'karena', 'untuk', 'memecah', 'hydrogen', 'dan', 'oksigen', 'perlu', 'energi', 'yg', 'besar', 'jadi', 'klo', 'air', 'jadi', 'bbm', 'itu', 'gak', 'mungkin', 'dan', 'konyol', 'yg', 'jelas', 'org', 'yg', 'menggoreng', 'berita', 'ini', 'pasti', 'punya', 'motif', 'tertentu']","['nikuba', 'ini', 'sebenarnya', 'cuma', 'nyontek', 'dari', 'artikel', 'di', 'internet', 'sudah', 'lama', 'ada', 'artikel', 'memecah', 'hydrogen', 'dan', 'oksigen', 'tetapi', 'tidak', 'efisien', 'karena', 'untuk', 'memecah', 'hydrogen', 'dan', 'oksigen', 'perlu', 'energi', 'yang', 'besar', 'jadi', 'kalau', 'air', 'jadi', 'bbm', 'itu', 'tidak', 'mungkin', 'dan', 'konyol', 'yang', 'jelas', 'orang', 'yang', 'menggoreng', 'berita', 'ini', 'pasti', 'punya', 'motif', 'tertentu']","['nikuba', 'nyontek', 'artikel', 'internet', 'artikel', 'memecah', 'hydrogen', 'oksigen', 'efisien', 'memecah', 'hydrogen', 'oksigen', 'energi', 'air', 'bbm', 'konyol', 'orang', 'menggoreng', 'berita', 'motif']"
440,Saya lebih percaya pernyataan dr BRIN dari pada orang yg ngaku penemu nikuba pak misel,positif,saya lebih percaya pernyataan dr brin dari pada orang yg ngaku penemu nikuba pak misel,saya lebih percaya pernyataan dr brin dari pada orang yg ngaku penemu nikuba pak misel,"['saya', 'lebih', 'percaya', 'pernyataan', 'dr', 'brin', 'dari', 'pada', 'orang', 'yg', 'ngaku', 'penemu', 'nikuba', 'pak', 'misel']","['saya', 'lebih', 'percaya', 'pernyataan', 'dari   ', 'brin', 'dari', 'pada', 'orang', 'yang', 'ngaku', 'penemu', 'nikuba', 'pak', 'misel']","['percaya', 'pernyataan', 'dari   ', 'brin', 'orang', 'ngaku', 'penemu', 'nikuba', 'misel']"
441,Bukan nya di tolak kemungkinan karna negara kita tidak bisa menyempurnakan nikuba itu😂😂,negatif,bukan nya di tolak kemungkinan karna negara kita tidak bisa menyempurnakan nikuba itu😂😂,bukan nya di tolak kemungkinan karna negara kita tidak bisa menyempurnakan nikuba itu,"['bukan', 'nya', 'di', 'tolak', 'kemungkinan', 'karna', 'negara', 'kita', 'tidak', 'bisa', 'menyempurnakan', 'nikuba', 'itu']","['bukan', 'nya', 'di', 'tolak', 'kemungkinan', 'karena', 'negara', 'kita', 'tidak', 'bisa', 'menyempurnakan', 'nikuba', 'itu']","['tolak', 'negara', 'menyempurnakan', 'nikuba']"
442,"Kasihan Pak Ariyanto mau dikerjain kayaknya, bisa aja mau dicuri teknologi nya, jangan sampai diberikan cuma cuma bapak, setiap produk otomotif yang menggunakan NIKUBA bapak harus mendapatkan royalti, segera patenkan Bapak, Bill Gates kaya bukan karena ahli Sains, tapi ahli mematenkan produk orang lain yang di beli nya, akhirnya kebuka informasi bahwa BRIN lembaga yang tidak berguna hanya menghabiskan anggaran saja, segera bubarin BRIN",negatif,"kasihan pak ariyanto mau dikerjain kayaknya, bisa aja mau dicuri teknologi nya, jangan sampai diberikan cuma cuma bapak, setiap produk otomotif yang menggunakan nikuba bapak harus mendapatkan royalti, segera patenkan bapak, bill gates kaya bukan karena ahli sains, tapi ahli mematenkan produk orang lain yang di beli nya, akhirnya kebuka informasi bahwa brin lembaga yang tidak berguna hanya menghabiskan anggaran saja, segera bubarin brin",kasihan pak ariyanto mau dikerjain kayaknya bisa aja mau dicuri teknologi nya jangan sampai diberikan cuma cuma bapak setiap produk otomotif yang menggunakan nikuba bapak harus mendapatkan royalti segera patenkan bapak bill gates kaya bukan karena ahli sains tapi ahli mematenkan produk orang lain yang di beli nya akhirnya kebuka informasi bahwa brin lembaga yang tidak berguna hanya menghabiskan anggaran saja segera bubarin brin,"['kasihan', 'pak', 'ariyanto', 'mau', 'dikerjain', 'kayaknya', 'bisa', 'aja', 'mau', 'dicuri', 'teknologi', 'nya', 'jangan', 'sampai', 'diberikan', 'cuma', 'cuma', 'bapak', 'setiap', 'produk', 'otomotif', 'yang', 'menggunakan', 'nikuba', 'bapak', 'harus', 'mendapatkan', 'royalti', 'segera', 'patenkan', 'bapak', 'bill', 'gates', 'kaya', 'bukan', 'karena', 'ahli', 'sains', 'tapi', 'ahli', 'mematenkan', 'produk', 'orang', 'lain', 'yang', 'di', 'beli', 'nya', 'akhirnya', 'kebuka', 'informasi', 'bahwa', 'brin', 'lembaga', 'yang', 'tidak', 'berguna', 'hanya', 'menghabiskan', 'anggaran', 'saja', 'segera', 'bubarin', 'brin']","['kasihan', 'pak', 'ariyanto', 'mau', 'dikerjain', 'kayaknya', 'bisa', 'saja', 'mau', 'dicuri', 'teknologi', 'nya', 'jangan', 'sampai', 'diberikan', 'cuma', 'cuma', 'bapak', 'setiap', 'produk', 'otomotif', 'yang', 'menggunakan', 'nikuba', 'bapak', 'harus', 'mendapatkan', 'royalti', 'segera', 'patenkan', 'bapak', 'bill', 'gates', 'kaya', 'bukan', 'karena', 'ahli', 'sains', 'tetapi', 'ahli', 'mematenkan', 'produk', 'orang', 'lain', 'yang', 'di', 'beli', 'nya', 'akhirnya', 'kebuka', 'informasi', 'bahwa', 'brin', 'lembaga', 'yang', 'tidak', 'berguna', 'hanya', 'menghabiskan', 'anggaran', 'saja', 'segera', 'bubarin', 'brin']","['kasihan', 'ariyanto', 'dikerjain', 'kayaknya', 'dicuri', 'teknologi', 'produk', 'otomotif', 'nikuba', 'royalti', 'patenkan', 'bill', 'gates', 'kaya', 'ahli', 'sains', 'ahli', 'mematenkan', 'produk', 'orang', 'beli', 'kebuka', 'informasi', 'brin', 'lembaga', 'berguna', 'menghabiskan', 'anggaran', 'bubarin', 'brin']"
443,"Itulah negeri kita tercinta lembaga2 negara yang harusnya mengangkat penemu/kreatifitas anak bangsa justru sebaiknya, memprehatinkan , nikuba ini hanya salah satu dari berbagai kreatifitas orang indonesia.",positif,"itulah negeri kita tercinta lembaga2 negara yang harusnya mengangkat penemu/kreatifitas anak bangsa justru sebaiknya, memprehatinkan , nikuba ini hanya salah satu dari berbagai kreatifitas orang indonesia.",itulah negeri kita tercinta lembaga negara yang harusnya mengangkat penemukreatifitas anak bangsa justru sebaiknya memprehatinkan nikuba ini hanya salah satu dari berbagai kreatifitas orang indonesia,"['itulah', 'negeri', 'kita', 'tercinta', 'lembaga', 'negara', 'yang', 'harusnya', 'mengangkat', 'penemukreatifitas', 'anak', 'bangsa', 'justru', 'sebaiknya', 'memprehatinkan', 'nikuba', 'ini', 'hanya', 'salah', 'satu', 'dari', 'berbagai', 'kreatifitas', 'orang', 'indonesia']","['itulah', 'negeri', 'kita', 'tercinta', 'lembaga', 'negara', 'yang', 'harusnya', 'mengangkat', 'penemukreatifitas', 'anak', 'bangsa', 'justru', 'sebaiknya', 'memprehatinkan', 'nikuba', 'ini', 'hanya', 'salah', 'satu', 'dari', 'berbagai', 'kreatifitas', 'orang', 'indonesia']","['negeri', 'tercinta', 'lembaga', 'negara', 'mengangkat', 'penemukreatifitas', 'anak', 'bangsa', 'memprehatinkan', 'nikuba', 'salah', 'kreatifitas', 'orang', 'indonesia']"
